campaign_id,report_date,impressions,clicks,spend_zar
CMP0028,2026-06-05,1844,104,3143.35
CMP0021,2026-08-09,4118,24,893.51
CMP0005,2026-06-22,15844,178,1542.35
CMP0006,2026-03-26,37581,392,2901.06
CMP0021,2026-05-17,4283,29,1061.09
CMP0021,2026-03-31,5137,27,1299.54
CMP0020,2025-11-02,985,50,950.52
CMP0019,2025-12-01,27289,276,2158.01
CMP0005,2026-06-07,20396,163,1350.99
CMP0032,2026-01-04,3895,72,1194.98
CMP0031,2026-06-14,12492,144,1121.15
CMP0026,2026-04-28,2103,34,704.57
CMP0014,2026-01-19,14781,156,1214.76
CMP0030,2025-12-30,12352,169,1494.93
CMP0013,2026-01-10,24243,267,2192.42
CMP0017,2026-01-08,11156,256,3196.7
CMP0031,2026-03-16,14960,208,1586.5
CMP0029,2026-03-12,7669,102,877.82
CMP0009,2026-02-23,20267,291,1877.15
CMP0010,2026-04-22,1909,86,2298.4
CMP0011,2026-05-23,1192,50,968.97
CMP0011,2026-02-22,1479,48,973.02
CMP0027,2026-03-23,3406,23,2020.73
CMP0019,2025-11-21,26052,265,1846.29
CMP0023,2026-01-26,898,32,753.07
CMP0032,2026-01-30,3987,84,1534.1
CMP0033,2026-07-09,5033,113,1561.27
CMP0029,2026-05-23,5797,79,819.75
CMP0033,2026-05-19,5689,135,1566.7
CMP0003,2026-05-24,6765,36,2199.13
CMP0016,2026-03-12,4411,162,2197.21
CMP0004,2026-06-06,581,33,674.44
CMP0003,2026-06-09,5984,41,2802.91
CMP0020,2025-12-07,935,47,1048.23
CMP0029,2026-06-23,8889,104,1014.56
CMP0030,2025-12-24,13538,180,1787.98
CMP0001,2026-02-20,1737,37,645.17
CMP0024,2026-02-21,5046,103,2352.55
CMP0020,2025-10-16,1102,66,1457.69
CMP0028,2026-07-01,1919,107,2971.96
CMP0019,2025-12-30,23298,292,2248.64
CMP0023,2025-11-20,884,35,739.82
CMP0032,2026-03-16,3516,83,1728.98
CMP0004,2026-07-23,1630,66,1011.86
CMP0016,2026-02-11,3357,115,1908.75
CMP0002,2026-04-10,4441,147,3111.95
CMP0013,2026-02-06,24962,311,2626.34
CMP0014,2026-06-18,11938,136,1189.6
CMP0015,2026-05-12,44123,44135,2968.36
CMP0021,2026-04-10,3202,16,1257.77
CMP0005,2026-06-30,24685,225,1788.73
CMP0024,2026-02-28,5574,105,2161.53
CMP0016,2026-03-29,2486,91,1286.96
CMP0010,2026-05-24,1777,72,1605.65
CMP0008,2026-04-09,33586,339,2625.02
CMP0026,2026-04-06,2695,51,770.78
CMP0015,2026-02-13,29963,427,3042.86
CMP0002,2026-05-29,3498,121,2709.85
CMP0001,2026-05-14,2804,52,791.96
CMP0028,2026-07-06,2419,102,2719.39
CMP0011,2026-03-25,1827,69,1346.42
CMP0006,2026-03-15,25288,263,2138.35
CMP0006,2026-01-05,50673,461,3425.29
CMP0011,2026-05-02,1390,48,1036.1
CMP0025,2026-01-06,24472,292,2510.39
CMP0004,2026-06-18,1103,47,1010.24
CMP0020,2025-11-17,1485,77,1370.98
CMP0008,2026-04-28,32640,289,2146.46
CMP0018,2026-03-31,9218,61,2548.0
CMP0017,2026-03-10,16649,272,2782.87
CMP0028,2025-12-24,1773,94,2579.7
CMP0005,2026-05-07,15785,162,1450.07
CMP0032,2025-12-27,4134,73,1103.71
CMP0002,2026-04-14,2853,126,2702.9
CMP0031,2026-04-30,12002,166,1381.97
CMP0019,2026-01-02,25212,297,2284.7
CMP0023,2026-02-22,892,32,608.59
CMP0026,2026-07-04,2050,45,536.82
CMP0028,2026-02-01,1516,88,2018.37
CMP0027,2026-02-12,6283,33,2273.38
CMP0014,2026-03-04,19317,150,1080.28
CMP0001,2026-02-13,2351,50,799.45
CMP0004,2026-08-24,1079,55,953.05
CMP0032,2025-11-06,4130,89,1390.9
CMP0018,2026-02-17,10785,52,2661.73
CMP0008,2026-03-21,26370,263,1936.89
CMP0002,2026-05-01,3415,128,3005.76
CMP0018,2026-05-08,7390,49,2412.87
CMP0006,2026-01-28,43891,362,2829.29
CMP0032,2025-12-24,4514,94,1471.37
CMP0016,2025-12-12,3230,147,2020.27
CMP0008,2026-05-13,34284,286,2201.08
CMP0013,2026-01-11,19979,223,1960.74
CMP0022,2026-07-28,5876,98,1171.03
CMP0001,2026-07-25,1677,28,482.69
CMP0020,2025-11-15,825,40,889.81
CMP0019,2026-01-15,18904,258,1942.88
CMP0008,2026-01-19,43737,370,2475.41
CMP0001,2026-05-24,1578,29,504.82
CMP0028,2026-03-28,1666,84,2089.94
CMP0029,2026-06-24,6366,90,866.69
CMP0003,2026-06-03,6582,35,2605.64
CMP0023,2025-12-26,845,31,769.0
CMP0004,2026-06-20,647,34,728.0
CMP0033,2026-05-13,5094,99,1526.8
CMP0025,2025-12-31,26994,321,2441.64
CMP0010,2026-06-12,1740,90,2245.01
CMP0023,2026-02-01,712,32,552.69
CMP0012,2025-11-25,1737,76,1133.42
CMP0022,2026-06-10,7238,111,1394.8
CMP0018,2026-04-19,7922,47,1932.76
CMP0009,2026-02-05,21936,245,1710.73
CMP0001,2026-02-22,1992,34,480.62
CMP0015,2026-04-09,36070,431,3047.99
CMP0030,2026-04-13,22893,223,1762.05
CMP0031,2026-05-24,13270,154,1198.29
CMP0011,2025-12-17,2618,96,1426.35
CMP0001,2026-02-27,2709,53,766.5
CMP0005,2026-05-26,19500,192,1580.48
CMP0023,2026-03-23,669,25,758.97
CMP0001,2026-04-15,1774,35,676.5
CMP0011,2026-04-11,1229,55,1097.28
CMP0030,2026-03-05,19339,186,1570.02
CMP0025,2026-01-10,15045,203,1510.8
CMP0015,2026-02-14,23129,302,2092.25
CMP0024,2026-03-14,6369,116,2007.93
CMP0015,2026-05-15,27553,387,3102.16
CMP0010,2026-05-18,1396,82,2017.78
CMP0017,2026-04-09,13927,278,3007.94
CMP0008,2026-05-21,36003,387,2696.49
CMP0001,2026-08-06,2335,44,681.38
CMP0017,2026-01-13,13517,275,2974.72
CMP0025,2025-12-22,33497,330,2428.1
CMP0006,2026-03-19,40482,409,3129.26
CMP0003,2026-07-23,5843,34,2577.24
CMP0029,2026-03-29,5149,67,655.75
CMP0032,2025-12-25,4314,86,1739.12
CMP0023,2026-04-10,1180,48,781.46
CMP0001,2026-02-11,1942,34,630.26
CMP0006,2026-01-13,44621,354,2859.76
CMP0011,2026-03-02,1840,69,1247.35
CMP0005,2026-06-21,15753,126,1093.79
CMP0017,2026-05-24,8321,178,2000.98
CMP0015,2026-03-05,37184,425,2934.31
CMP0004,2026-05-29,1093,47,1022.23
CMP0012,2025-12-09,2129,77,1042.92
CMP0011,2026-04-16,1910,82,1501.85
CMP0021,2026-07-18,2289,16,1000.14
CMP0004,2026-08-05,882,41,949.65
CMP0023,2025-12-15,915,38,756.99
CMP0025,2025-12-21,23187,226,1934.88
CMP0003,2026-06-08,8637,43,2571.62
CMP0026,2026-06-16,1945,43,656.37
CMP0021,2026-04-17,6073,40,1486.83
CMP0027,2025-12-17,5820,37,2044.3
CMP0016,2025-12-28,2505,114,1398.71
CMP0001,2026-08-01,2154,43,606.74
CMP0013,2026-01-19,34795,380,2966.68
CMP0023,2026-04-08,741,35,720.36
CMP0026,2026-07-06,1959,40,830.65
CMP0004,2026-05-03,780,34,693.1
CMP0001,2026-03-29,1392,27,512.2
CMP0009,2026-01-10,17088,217,1539.95
CMP0005,2026-03-04,15099,146,1462.1
CMP0016,2026-01-06,4377,142,2036.9
CMP0031,2026-05-28,20598,201,1537.47
CMP0015,2026-04-30,48829,493,3419.85
CMP0018,2026-03-25,8251,42,2816.28
CMP0005,2026-06-19,23405,183,1754.28
CMP0006,2026-02-08,29171,308,2453.3
CMP0008,2026-07-04,19206,219,1602.72
CMP0025,2026-02-11,19083,263,2357.98
CMP0005,2026-06-17,15645,173,1566.24
CMP0016,2026-01-24,2536,91,1388.56
CMP0010,2026-05-22,1408,76,2121.75
CMP0021,2026-06-25,4626,27,1246.46
CMP0018,2026-07-04,7592,42,1655.89
CMP0022,2026-05-23,5445,92,1062.05
CMP0006,2026-01-03,44243,340,2381.2
CMP0022,2026-06-30,5591,101,1115.07
CMP0028,2026-05-04,1959,103,2888.74
CMP0028,2026-05-25,1543,88,2601.06
CMP0024,2026-04-03,5873,133,2774.7
CMP0008,2026-03-11,29550,320,2635.82
CMP0011,2026-01-12,2313,77,1542.43
CMP0025,2026-01-20,23230,261,2038.69
CMP0014,2026-02-14,11722,106,948.82
CMP0021,2026-07-07,5130,31,1300.42
CMP0012,2026-02-12,1851,75,1253.64
CMP0008,2026-07-02,39606,318,2354.46
CMP0008,2026-01-22,36886,336,2559.65
CMP0011,2026-04-21,1558,67,1247.24
CMP0019,2025-12-03,30034,338,2291.52
CMP0015,2026-02-15,22110,296,2232.58
CMP0021,2026-08-11,3925,23,1479.92
CMP0032,2026-01-31,2967,70,1336.46
CMP0005,2026-07-04,15373,165,1144.91
CMP0007,2026-01-02,9536,116,1149.1
CMP0013,2026-01-03,19889,233,1848.28
CMP0030,2026-02-10,14456,141,1523.53
CMP0008,2026-04-04,20985,212,1586.61
CMP0029,2026-04-22,8467,106,1007.44
CMP0019,2025-12-25,23178,301,2187.93
CMP0028,2026-06-17,1927,115,3187.36
CMP0030,2026-04-11,10285,145,1250.29
CMP0021,2026-08-19,3921,27,1455.3
CMP0031,2026-03-12,12655,172,1358.91
CMP0033,2026-04-05,5066,86,1259.98
CMP0032,2026-01-21,3715,78,1626.31
CMP0011,2025-12-13,988,47,1060.33
CMP0012,2026-01-16,1398,66,1112.53
CMP0031,2026-05-09,10574,148,1242.56
CMP0011,2026-03-16,1705,76,1504.97
CMP0031,2026-03-28,10026,104,981.41
CMP0010,2026-05-15,1826,97,2005.94
CMP0015,2026-03-26,35948,426,2812.07
CMP0005,2026-01-19,20578,201,1642.41
CMP0027,2026-01-12,5331,30,2494.44
CMP0029,2026-07-02,8338,88,897.85
CMP0012,2026-02-13,1577,71,1074.16
CMP0026,2026-06-12,1965,38,675.34
CMP0005,2026-04-16,19496,212,1525.32
CMP0018,2026-02-24,8201,49,2217.61
CMP0006,2026-02-03,34486,392,2999.02
CMP0020,2025-11-26,1451,62,1312.95
CMP0025,2026-01-31,17638,224,1874.96
CMP0009,2026-03-21,14196,193,1527.72
CMP0018,2026-04-18,7118,43,1954.66
CMP0023,2025-12-10,844,35,709.97
CMP0016,2025-12-20,2137,93,1388.02
CMP0007,2025-12-30,8351,112,1064.51
CMP0005,2026-02-22,13724,127,1159.87
CMP0025,2025-12-27,20688,201,1663.68
CMP0031,2026-08-04,17916,201,1601.31
CMP0001,2026-05-22,2420,39,732.69
CMP0029,2026-06-21,7406,96,825.13
CMP0021,2026-05-13,3974,25,1245.15
CMP0033,2026-07-19,3301,70,1165.64
CMP0011,2025-12-21,1285,44,920.56
CMP0006,2026-03-23,41466,431,3062.92
CMP0001,2026-07-04,1687,29,538.1
CMP0026,2026-03-12,2706,58,802.91
CMP0022,2026-04-29,7096,116,1355.09
CMP0028,2026-05-05,2991,121,3025.33
CMP0030,2026-02-24,19963,195,1779.56
CMP0016,2026-03-27,3316,124,1745.91
CMP0016,2026-03-16,3631,145,1996.68
CMP0025,2026-01-09,24168,300,2569.81
CMP0003,2026-08-03,7885,49,2789.78
CMP0001,2026-07-19,1902,34,566.2
CMP0023,2026-04-13,1031,35,718.14
CMP0010,2026-04-19,1498,63,1868.04
CMP0014,2026-05-15,16115,137,1176.55
CMP0013,2026-02-11,29849,349,2924.7
CMP0001,2026-06-25,2491,47,637.53
CMP0010,2026-05-04,1802,93,2263.67
CMP0016,2025-12-19,3141,127,1964.6
CMP0024,2026-03-06,9209,149,2820.86
CMP0002,2026-05-14,4129,150,3199.39
CMP0008,2026-04-01,32667,313,2192.52
CMP0029,2026-02-17,8013,113,937.62
CMP0014,2026-04-07,16708,158,1259.15
CMP0008,2026-05-03,32682,261,1889.01
CMP0028,2026-05-26,2174,113,2922.75
CMP0029,2026-05-08,8960,98,1007.67
CMP0031,2026-03-08,10205,137,1116.3
CMP0028,2026-07-09,2730,115,2959.16
CMP0030,2026-03-18,13469,153,1483.72
CMP0017,2026-05-22,10578,218,2558.53
CMP0014,2026-02-05,14937,142,1200.14
CMP0022,2026-05-03,4044,76,925.35
CMP0021,2026-08-14,6123,35,1314.37
CMP0022,2026-08-22,4594,75,963.35
CMP0029,2026-02-03,9924,114,1102.07
CMP0012,2026-03-08,1177,46,788.73
CMP0006,2026-02-26,41949,388,2840.45
CMP0010,2026-04-20,1583,86,2453.56
CMP0010,2026-03-28,1128,58,1503.95
CMP0022,2026-07-22,8822,123,1394.27
CMP0028,2026-03-08,1369,81,2408.95
CMP0019,2026-01-16,21121,246,1872.88
CMP0020,2025-12-17,1268,63,1450.35
CMP0032,2025-12-07,3538,74,1188.63
CMP0003,2026-08-07,7150,47,3134.67
CMP0033,2026-04-04,4550,97,1269.0
CMP0027,2026-01-16,4116,26,2062.59
CMP0010,2026-05-31,1488,71,1723.08
CMP0006,2026-02-28,36806,324,2533.86
CMP0011,2026-05-11,1271,60,1419.93
CMP0008,2026-03-02,33503,296,2229.35
CMP0028,2026-02-17,2119,111,3016.74
CMP0001,2026-08-07,1476,31,627.05
CMP0026,2026-05-15,2052,38,762.22
CMP0016,2026-03-28,2307,84,1413.26
CMP0001,2026-05-10,1761,31,603.93
CMP0019,2026-03-06,18849,264,2042.13
CMP0032,2026-01-06,5190,92,1573.93
CMP0017,2026-01-19,14522,269,3168.99
CMP0026,2026-03-16,1502,27,661.7
CMP0018,2026-03-12,14372,75,2824.84
CMP0005,2026-04-30,17812,194,1826.0
CMP0014,2026-04-01,14122,112,1060.94
CMP0021,2026-04-27,7371,50,1491.56
CMP0021,2026-05-02,3330,18,1019.98
CMP0021,2026-03-26,4135,26,1380.89
CMP0013,2026-02-28,16501,234,2110.04
CMP0024,2026-01-19,8704,160,3009.18
CMP0020,2026-01-18,824,34,919.69
CMP0024,2026-03-11,8408,156,3010.33
CMP0023,2026-01-09,1212,52,746.7
CMP0011,2026-03-06,1963,74,1491.56
CMP0022,2026-04-19,6010,86,964.37
CMP0019,2026-03-12,22631,305,2227.82
CMP0027,2026-02-23,7305,36,2237.08
CMP0018,2026-05-10,5870,39,2048.28
CMP0030,2026-06-02,13927,166,1795.78
CMP0031,2026-06-23,22727,219,1609.91
CMP0018,2026-03-28,7319,37,1717.26
CMP0008,2026-02-14,20683,232,1749.12
CMP0018,2026-05-06,7171,43,2218.47
CMP0002,2026-05-18,3746,151,2998.27
CMP0014,2026-05-08,12580,122,1022.64
CMP0015,2026-04-29,38114,374,2737.82
CMP0004,2026-07-26,636,30,616.57
CMP0033,2026-05-01,5025,110,1617.07
CMP0018,2026-03-30,8848,51,2280.37
CMP0018,2026-04-16,7275,49,2688.98
CMP0028,2026-03-07,1741,96,2237.32
CMP0017,2026-02-05,12377,224,2601.87
CMP0029,2026-03-31,6376,91,936.31
CMP0004,2026-04-20,692,38,880.02
CMP0033,2026-06-14,4268,82,1118.85
CMP0016,2026-03-09,4107,148,2133.78
CMP0026,2026-07-02,1954,40,800.94
CMP0028,2026-07-02,2314,99,2907.87
CMP0012,2025-11-24,2385,79,1138.94
CMP0003,2026-06-05,7724,54,2940.45
CMP0016,2026-03-17,3535,114,1811.49
CMP0016,2026-01-13,3206,151,1980.52
CMP0002,2026-05-30,2050,87,1968.48
CMP0003,2026-05-18,4567,32,2636.26
CMP0016,2026-02-19,4250,152,2186.24
CMP0008,2026-02-17,31025,343,2574.75
CMP0018,2026-04-03,5850,41,2378.52
CMP0008,2026-07-05,24694,256,1647.82
CMP0009,2026-03-15,20721,233,1438.88
CMP0005,2026-03-12,25721,226,1734.43
CMP0017,2025-12-29,11105,253,3022.78
CMP0006,2026-01-04,26589,306,2327.27
CMP0027,2025-12-09,5283,29,2093.65
CMP0029,2026-03-30,9449,107,1006.32
CMP0015,2026-02-26,28769,390,3230.86
CMP0015,2026-05-31,31134,336,2458.22
CMP0018,2026-04-28,12998,74,2763.33
CMP0014,2026-04-26,9541,108,795.09
CMP0005,2026-01-28,25626,224,1695.98
CMP0013,2026-03-08,19555,260,2043.25
CMP0011,2026-03-24,1817,64,1365.25
CMP0017,2026-03-24,11018,219,2574.06
CMP0014,2026-05-24,10558,118,948.82
CMP0030,2026-02-11,17281,177,1565.35
CMP0003,2026-03-29,5657,36,2311.13
CMP0001,2026-07-23,2377,41,721.87
CMP0016,2026-02-12,4172,159,2085.97
CMP0022,2026-04-24,6848,89,1126.6
CMP0024,2026-02-27,6796,162,3192.66
CMP0014,2026-06-03,14132,139,1229.02
CMP0029,2026-05-16,7836,85,779.08
CMP0018,2026-03-28,7319,37,1717.26
CMP0012,2025-12-12,2657,87,1270.93
CMP0030,2026-05-14,13080,143,1436.72
CMP0010,2026-06-08,1649,93,2317.74
CMP0032,2025-11-05,4954,85,1630.11
CMP0014,2026-05-05,15958,157,1277.55
CMP0021,2026-06-26,3089,22,1430.83
CMP0033,2026-04-14,5462,102,1533.55
CMP0031,2026-06-28,11731,143,1175.78
CMP0030,2026-03-19,15353,152,1421.6
CMP0017,2026-03-11,9494,9519,2642.28
CMP0028,2026-07-24,1814,87,2551.89
CMP0017,2026-06-01,10676,236,2950.53
CMP0003,2026-04-23,6985,50,2893.0
CMP0008,2026-06-21,23389,247,1831.64
CMP0001,2026-03-28,1519,36,542.42
CMP0028,2026-02-21,1382,76,2066.07
CMP0021,2026-07-17,5042,27,1463.92
CMP0026,2026-03-30,2802,46,826.28
CMP0016,2026-01-08,2931,135,2059.66
CMP0003,2026-04-29,5162,29,2813.13
CMP0003,2026-07-02,7668,45,2740.05
CMP0001,2026-05-16,1990,36,545.52
CMP0030,2026-02-14,9382,135,1134.72
CMP0022,2026-05-25,5942,101,1333.33
CMP0024,2026-02-01,4851,113,2182.9
CMP0028,2026-06-27,2166,89,2122.05
CMP0030,2025-12-26,13053,178,1771.41
CMP0012,2025-12-03,1727,74,1062.28
CMP0021,2026-06-28,3031,17,958.34
CMP0003,2026-07-11,5017,30,2125.21
CMP0010,2026-04-07,2289,105,2454.14
CMP0004,2026-08-13,1371,58,941.92
CMP0011,2026-02-08,1676,56,1039.05
CMP0003,2026-04-19,4172,27,2306.75
CMP0003,2026-07-26,5720,28,1968.05
CMP0030,2026-03-10,15240,189,1821.46
CMP0018,2026-04-11,8319,53,1877.9
CMP0015,2026-03-04,32297,380,2902.04
CMP0023,2026-03-20,1108,47,888.7
CMP0002,2026-05-24,2061,95,2104.42
CMP0028,2026-03-12,1968,83,2674.87
CMP0017,2026-03-05,13565,298,3283.86
CMP0021,2026-06-17,6252,32,1372.26
CMP0025,2025-11-30,16058,198,1522.55
CMP0003,2026-08-16,6936,43,2187.95
CMP0016,2026-01-07,3771,136,1893.85
CMP0030,2026-01-09,15254,217,1771.6
CMP0015,2026-03-28,22899,321,2266.68
CMP0028,2026-06-26,2425,136,3159.8
CMP0030,2026-03-28,12971,141,1244.29
CMP0006,2026-03-27,42437,391,3022.67
CMP0017,2026-05-07,12371,270,2885.2
CMP0014,2026-05-22,13803,153,1196.67
CMP0005,2026-05-21,19261,184,1614.61
CMP0028,2026-04-08,2667,110,2762.99
CMP0029,2026-01-07,10913,120,1024.9
CMP0033,2026-05-23,3173,66,1128.77
CMP0008,2026-06-26,38190,335,2531.96
CMP0020,2025-11-03,1045,54,1489.12
CMP0017,2026-01-11,8400,193,2058.11
CMP0006,2026-01-23,39468,446,3507.71
CMP0031,2026-07-06,14348,203,1513.9
CMP0015,2026-05-19,35339,432,2896.95
CMP0004,2026-08-23,650,33,788.24
CMP0006,2026-01-06,39521,415,3089.41
CMP0027,2026-01-25,5031,26,1677.61
CMP0018,2026-04-21,7635,45,2272.27
CMP0008,2026-05-23,28188,282,2003.47
CMP0029,2026-04-15,10628,106,936.5
CMP0032,2025-12-23,3371,74,1763.45
CMP0003,2026-06-30,6687,44,2946.64
CMP0025,2026-02-17,27382,273,1998.25
CMP0009,2026-01-18,15357,216,1435.55
CMP0028,2025-12-29,2509,108,2806.42
CMP0004,2026-08-19,678,39,825.29
CMP0020,2025-12-01,990,46,1263.62
CMP0013,2026-01-22,21983,289,2470.27
CMP0027,2026-04-14,4991,31,1999.77
CMP0019,2025-11-24,22794,314,2259.55
CMP0026,2026-06-11,2542,49,789.37
CMP0032,2026-02-18,3780,87,1469.81
CMP0006,2026-04-06,48862,406,2924.78
CMP0016,2026-03-11,3522,154,1943.51
CMP0027,2026-04-01,6676,35,1990.02
CMP0007,2026-02-02,9456,125,1244.39
CMP0031,2026-03-30,18176,180,1516.31
CMP0019,2026-03-02,28197,286,2189.7
CMP0007,2026-01-17,8655,87,883.84
CMP0025,2025-12-07,20444,243,1909.66
CMP0023,2026-01-01,764,36,838.89
CMP0016,2026-03-02,2911,132,1757.57
CMP0020,2025-11-06,975,56,1419.62
CMP0015,2026-04-14,28483,384,3115.44
CMP0019,2026-02-27,25111,267,1863.81
CMP0028,2026-03-29,1309,76,1972.73
CMP0008,2026-06-24,34913,339,2620.27
CMP0014,2026-04-02,16701,182,1192.35
CMP0009,2026-02-11,17412,215,1701.27
CMP0001,2026-04-02,2047,33,658.55
CMP0011,2026-01-14,1510,70,1240.5
CMP0029,2026-06-01,11381,121,1101.59
CMP0018,2026-03-18,12269,63,2635.89
CMP0023,2026-02-16,1110,36,847.23
CMP0010,2026-05-02,1184,61,1683.77
CMP0018,2026-04-13,9083,47,2709.04
CMP0028,2026-04-09,1994,90,2660.91
CMP0030,2026-05-26,11961,167,1502.64
CMP0012,2025-12-29,1584,68,1208.44
CMP0017,2026-04-06,9556,228,2822.57
CMP0024,2026-03-09,5871,137,2708.69
CMP0019,2026-02-03,20071,250,1851.57
CMP0008,2026-06-19,40630,341,2479.01
CMP0017,2026-04-05,11147,197,2015.05
CMP0027,2025-12-30,7260,41,2167.17
CMP0001,2026-04-20,2957,52,735.13
CMP0004,2026-07-16,940,47,952.64
CMP0032,2026-01-07,5101,102,1766.84
CMP0014,2026-05-18,16293,149,1272.51
CMP0025,2025-12-16,18676,260,2227.83
CMP0028,2026-05-30,1583,78,2068.35
CMP0033,2026-04-06,5047,93,1508.51
CMP0033,2026-04-24,4365,101,1717.77
CMP0001,2026-08-14,1784,42,697.24
CMP0020,2025-10-12,855,49,1092.29
CMP0008,2026-05-20,39112,381,2699.12
CMP0017,2026-03-19,10756,253,3037.16
CMP0015,2026-06-01,32875,442,3533.37
CMP0031,2026-08-08,10905,132,1026.8
CMP0028,2026-05-06,2120,102,3088.82
CMP0011,2025-12-22,1522,65,1275.5
CMP0005,2026-03-18,21470,235,1851.83
CMP0022,2026-04-14,6186,97,1294.52
CMP0020,2025-12-21,903,49,1083.29
CMP0008,2026-07-20,44719,345,2286.69
CMP0031,2026-04-13,17395,227,1591.11
CMP0015,2026-04-11,35659,351,2598.43
CMP0030,2026-01-18,11201,130,1136.27
CMP0021,2026-08-07,3169,18,1211.15
CMP0024,2026-03-19,8873,159,3187.54
CMP0015,2026-04-13,42109,440,3211.13
CMP0017,2026-04-08,11847,248,2884.9
CMP0031,2026-08-13,17571,169,1393.46
CMP0021,2026-04-11,2962,21,1093.12
CMP0033,2026-06-10,4505,90,1357.48
CMP0003,2026-05-07,6369,40,2646.48
CMP0011,2026-04-10,1338,62,1370.64
CMP0006,2026-01-29,42495,425,3049.61
CMP0004,2026-06-14,560,30,728.82
CMP0031,2026-08-16,13316,148,1251.95
CMP0003,2026-07-04,5996,39,2180.07
CMP0029,2026-04-10,8389,89,1014.67
CMP0028,2026-07-10,2274,113,2798.74
CMP0005,2026-04-10,17787,178,1469.67
CMP0033,2026-04-13,5480,114,1679.66
CMP0004,2026-05-02,806,37,708.25
CMP0012,2026-03-19,2415,99,1316.98
CMP0018,2026-02-15,4445,29,1869.56
CMP0007,2026-02-19,9743,109,1112.8
CMP0027,2025-12-16,7485,36,2492.96
CMP0012,2026-01-26,2059,94,1097.45
CMP0011,2026-04-02,1458,65,1323.34
CMP0024,2026-01-26,7730,165,3032.13
CMP0021,2026-04-06,5184,25,1268.78
CMP0029,2026-06-29,7935,78,858.3
CMP0026,2026-05-23,1648,33,586.08
CMP0033,2026-07-06,5669,119,1670.38
CMP0016,2026-02-02,3417,131,1798.69
CMP0008,2026-02-16,31331,333,2494.96
CMP0029,2026-04-06,7955,97,966.33
CMP0001,2026-04-16,2867,59,762.68
CMP0029,2026-01-11,7479,76,792.05
CMP0008,2026-04-06,31742,325,2300.39
CMP0006,2026-01-16,61810,502,3401.18
CMP0017,2026-02-06,15148,284,3139.18
CMP0001,2026-07-26,1745,35,580.14
CMP0016,2026-03-08,2145,96,1456.85
CMP0014,2026-03-14,11771,113,897.06
CMP0028,2026-03-23,2207,132,3074.8
CMP0030,2026-04-10,14674,178,1800.06
CMP0028,2026-06-20,2002,89,2407.57
CMP0018,2026-05-14,8006,55,2400.61
CMP0029,2026-04-09,6597,83,911.27
CMP0028,2026-01-02,1877,1912,2674.24
CMP0006,2026-04-02,51718,425,3161.35
CMP0007,2026-01-18,8591,91,879.93
CMP0031,2026-05-14,12268,149,1324.44
CMP0024,2026-01-13,9219,188,3292.68
CMP0015,2026-04-06,32196,387,2823.68
CMP0003,2026-04-26,4875,35,2282.98
CMP0003,2026-07-08,7202,38,2484.39
CMP0015,2026-04-02,36309,395,2817.0
CMP0010,2026-06-26,1737,84,2223.09
CMP0003,2026-03-25,4518,30,2893.39
CMP0022,2026-08-27,6106,100,1222.27
CMP0014,2026-05-03,15253,119,865.04
CMP0008,2026-05-11,37636,329,2284.11
CMP0004,2026-07-19,774,35,665.75
CMP0019,2025-12-16,21589,264,1982.04
CMP0032,2026-03-17,4323,95,1718.47
CMP0015,2026-04-17,32875,441,3388.63
CMP0020,2026-01-04,992,46,1071.44
CMP0026,2026-04-15,2345,52,768.42
CMP0013,2026-01-09,33661,341,3164.25
CMP0020,2026-01-12,1422,79,1442.08
CMP0026,2026-06-24,2192,48,717.99
CMP0003,2026-08-01,5039,29,2183.57
CMP0001,2026-05-08,2395,44,646.15
CMP0019,2025-12-18,24693,320,2174.76
CMP0026,2026-04-18,1705,33,554.45
CMP0014,2026-05-04,11588,131,1122.66
CMP0016,2025-12-16,3267,120,1784.03
CMP0015,2026-05-09,27698,308,2064.42
CMP0028,2026-01-28,2453,105,2736.21
CMP0020,2025-12-13,1020,58,1002.18
CMP0023,2025-11-26,1087,42,815.92
CMP0032,2025-12-11,3990,91,1617.0
CMP0026,2026-06-05,2421,45,711.14
CMP0030,2026-05-02,11441,111,1101.97
CMP0027,2026-03-26,3794,26,2380.46
CMP0007,2026-02-04,9430,109,1232.69
CMP0011,2026-04-29,2128,73,1345.17
CMP0028,2026-06-22,2121,117,2783.92
CMP0001,2026-05-26,2209,46,679.48
CMP0018,2026-05-28,9226,58,2688.28
CMP0011,2026-01-09,1709,58,1365.42
CMP0023,2026-02-18,995,38,737.21
CMP0008,2026-02-18,30408,304,2295.86
CMP0030,2025-12-22,16808,189,1730.16
CMP0012,2026-03-13,1638,66,1127.16
CMP0009,2026-03-01,16540,223,1468.14
CMP0005,2026-03-22,16114,148,1282.49
CMP0026,2026-05-14,1796,34,652.69
CMP0024,2026-03-27,9418,216,3375.39
CMP0023,2025-12-09,922,38,819.42
CMP0013,2026-01-14,21330,305,2551.67
CMP0023,2026-03-13,1010,36,790.63
CMP0029,2026-04-16,6336,87,1000.74
CMP0017,2026-02-25,10259,230,2782.65
CMP0014,2026-03-22,11567,104,816.27
CMP0024,2026-03-26,9577,159,2658.0
CMP0029,2026-02-26,8096,89,876.84
CMP0015,2026-03-11,42745,448,3241.78
CMP0028,2026-04-15,2149,119,3074.34
CMP0028,2026-04-20,2657,129,3018.24
CMP0033,2026-05-03,4369,89,1256.79
